KOs	KO_count	KO_frequency
K00945	120	1.0000000000
K00946	107	0.8916666667
K00947	18	0.1500000000
K00948	120	1.0000000000
K00949	13	0.1083333333
K00950	115	0.9583333333
K00951	0	0.0000000000
K00952	0	0.0000000000
K00953	2	0.0166666667
K00954	120	1.0000000000
K00955	10	0.0833333333
K00956	1	0.0083333333
K00957	16	0.1333333333
K00958	102	0.8500000000
K00960	0	0.0000000000
K00962	120	1.0000000000
K00963	35	0.2916666667
K00965	35	0.2916666667
K00966	11	0.0916666667
K00967	0	0.0000000000
K00968	0	0.0000000000
K00969	119	0.9916666667
K00970	110	0.9166666667
K00971	13	0.1083333333
K00972	0	0.0000000000
K00973	114	0.9500000000
K00974	120	1.0000000000
K00975	16	0.1333333333
K00976	0	0.0000000000
K00977	0	0.0000000000
K00978	62	0.5166666667
K00979	115	0.9583333333
K00980	2	0.0166666667
K00981	120	1.0000000000
K00982	29	0.2416666667
K00983	6	0.0500000000
K00984	6	0.0500000000
K00985	0	0.0000000000
K00986	50	0.4166666667
K00987	0	0.0000000000
K00988	0	0.0000000000
K00989	27	0.2250000000
K00990	79	0.6583333333
K00991	37	0.3083333333
K00992	22	0.1833333333
K00993	0	0.0000000000
K00994	0	0.0000000000
K00995	0	0.0000000000
K00996	3	0.0250000000
K00997	103	0.8583333333
K00998	0	0.0000000000
K00999	0	0.0000000000
K01000	119	0.9916666667
K01001	0	0.0000000000
K01002	6	0.0500000000
K01003	0	0.0000000000
K01004	0	0.0000000000
K01005	1	0.0083333333
K01006	41	0.3416666667
K01007	115	0.9583333333
K01008	116	0.9666666667
K01009	24	0.2000000000
K01011	71	0.5916666667
K01012	111	0.9250000000
K01013	7	0.0583333333
K01014	10	0.0833333333
K01015	0	0.0000000000
K01016	9	0.0750000000
K01017	3	0.0250000000
K01019	3	0.0250000000
K01020	1	0.0083333333
K01021	19	0.1583333333
K01022	8	0.0666666667
K01023	40	0.3333333333
K01024	4	0.0333333333
K01025	1	0.0083333333
K01026	5	0.0416666667
K01027	1	0.0083333333
K01028	3	0.0250000000
K01029	4	0.0333333333
K01031	0	0.0000000000
K01032	0	0.0000000000
K01034	2	0.0166666667
K01035	2	0.0166666667
K01039	18	0.1500000000
K01040	18	0.1500000000
K01041	2	0.0166666667
K01042	118	0.9833333333
K01043	1	0.0083333333
K01044	0	0.0000000000
K01045	0	0.0000000000
K01046	66	0.5500000000
K01047	0	0.0000000000
K01048	5	0.0416666667
K01049	0	0.0000000000
K01050	0	0.0000000000
K01051	2	0.0166666667
K01052	0	0.0000000000
K01053	1	0.0083333333
K01054	7	0.0583333333
K01055	74	0.6166666667
K01056	120	1.0000000000
K01057	70	0.5833333333
K01058	12	0.1000000000
K01059	0	0.0000000000
K01060	1	0.0083333333
K01061	61	0.5083333333
K01062	12	0.1000000000
K01063	0	0.0000000000
K01064	0	0.0000000000
K01065	1	0.0083333333
K01066	0	0.0000000000
K01067	0	0.0000000000
K01068	0	0.0000000000
K01069	120	1.0000000000
K01070	0	0.0000000000
K01071	0	0.0000000000
K01073	23	0.1916666667
K01074	0	0.0000000000
K01075	7	0.0583333333
K01076	1	0.0083333333
K01077	58	0.4833333333
K01078	0	0.0000000000
K01079	46	0.3833333333
K01080	0	0.0000000000
K01081	1	0.0083333333
K01082	36	0.3000000000
K01083	0	0.0000000000
K01084	0	0.0000000000
K01085	0	0.0000000000
K01086	0	0.0000000000
K01087	32	0.2666666667
K01089	0	0.0000000000
K01090	0	0.0000000000
K01091	119	0.9916666667
K01092	109	0.9083333333
K01093	20	0.1666666667
K01094	0	0.0000000000
K01095	116	0.9666666667
K01096	1	0.0083333333
K01097	0	0.0000000000
K01098	0	0.0000000000
K01099	0	0.0000000000
K01100	0	0.0000000000
K01101	0	0.0000000000
K01102	0	0.0000000000
K01103	57	0.4750000000
K01104	6	0.0500000000
K01106	0	0.0000000000
K01107	0	0.0000000000
K01108	0	0.0000000000
K01109	0	0.0000000000
K01110	0	0.0000000000
K01111	0	0.0000000000
K01112	0	0.0000000000
K01113	3	0.0250000000
K01114	1	0.0083333333
K01115	12	0.1000000000
K01116	0	0.0000000000
K01117	0	0.0000000000
K01118	26	0.2166666667
K01119	0	0.0000000000
K01120	0	0.0000000000
K01121	0	0.0000000000
K01122	0	0.0000000000
K01123	0	0.0000000000
K01124	3	0.0250000000
K01125	0	0.0000000000
K01126	64	0.5333333333
K01127	2	0.0166666667
K01128	5	0.0416666667
K01129	70	0.5833333333
K01130	28	0.2333333333
K01131	0	0.0000000000
K01132	0	0.0000000000
K01133	10	0.0833333333
K01134	19	0.1583333333
K01135	0	0.0000000000
K01136	0	0.0000000000
K01137	0	0.0000000000
K01138	5	0.0416666667
K01139	120	1.0000000000
K01141	8	0.0666666667
K01142	115	0.9583333333
K01143	0	0.0000000000
K01146	0	0.0000000000
K01147	106	0.8833333333
K01148	0	0.0000000000
K01149	0	0.0000000000
K01150	19	0.1583333333
K01151	68	0.5666666667
K01152	1	0.0083333333
K01153	97	0.8083333333
K01154	92	0.7666666667
K01155	4	0.0333333333
K01156	43	0.3583333333
K01157	0	0.0000000000
K01158	0	0.0000000000
K01159	120	1.0000000000
K01160	13	0.1083333333
K01161	0	0.0000000000
K01163	100	0.8333333333
K01164	0	0.0000000000
K01165	4	0.0333333333
K01166	0	0.0000000000
K01167	3	0.0250000000
K01168	0	0.0000000000
K01169	1	0.0083333333
K01170	0	0.0000000000
