KOs	KO_count	KO_frequency
K01054	4713	0.5411021814
K01055	7527	0.8641791045
K01056	8610	0.9885189437
K01057	5816	0.6677382319
K01058	3961	0.4547646383
K01059	1	0.0001148106
K01060	264	0.0303099885
K01061	7145	0.8203214696
K01062	258	0.0296211251
K01063	1	0.0001148106
K01064	0	0.0000000000
K01065	0	0.0000000000
K01066	654	0.0750861079
K01067	0	0.0000000000
K01068	69	0.0079219288
K01069	8620	0.9896670494
K01070	7652	0.8785304248
K01071	0	0.0000000000
K01073	2747	0.3153846154
K01074	0	0.0000000000
K01075	2001	0.2297359357
K01076	27	0.0030998852
K01077	2143	0.2460390356
K01078	2	0.0002296211
K01079	8010	0.9196326062
K01080	18	0.0020665901
K01081	352	0.0404133180
K01082	6744	0.7742824340
K01083	1320	0.1515499426
K01084	8	0.0009184845
K01085	1322	0.1517795637
K01086	4686	0.5380022962
K01087	3798	0.4360505166
K01089	2737	0.3142365098
K01090	0	0.0000000000
K01091	8552	0.9818599311
K01092	8685	0.9971297359
K01093	1076	0.1235361653
K01094	0	0.0000000000
K01095	6047	0.6942594719
K01096	2223	0.2552238806
K01097	101	0.0115958668
K01098	0	0.0000000000
K01099	19	0.0021814007
K01100	0	0.0000000000
K01101	3	0.0003444317
K01102	3	0.0003444317
K01103	0	0.0000000000
K01104	2094	0.2404133180
K01106	0	0.0000000000
K01107	0	0.0000000000
K01108	0	0.0000000000
K01109	0	0.0000000000
K01110	4	0.0004592423
K01111	0	0.0000000000
K01112	0	0.0000000000
K01113	4350	0.4994259472
K01114	2848	0.3269804822
K01115	1699	0.1950631458
K01116	0	0.0000000000
K01117	389	0.0446613088
K01118	6613	0.7592422503
K01119	3748	0.4303099885
K01120	493	0.0566016073
K01121	11	0.0012629162
K01122	0	0.0000000000
K01123	6	0.0006888634
K01124	10	0.0011481056
K01125	174	0.0199770379
K01126	8083	0.9280137773
K01127	138	0.0158438576
K01128	133	0.0152698048
